CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
6781,9,1,869.04,4,3,4,Champions
6816,51,1,650.53,1,3,3,At Risk
6818,8,1,637.32,4,3,3,Champions
6820,48,1,673.47,1,3,3,At Risk
6822,21,1,309.3,3,3,2,Champions
6828,36,1,518.33,2,3,2,At Risk
6829,26,1,941.73,3,3,4,Champions
6850,11,1,76.88,4,3,1,Champions
6860,2,1,507.81,4,3,2,Champions
6869,11,1,790.55,4,3,4,Champions
6873,29,1,307.19,3,3,2,Champions
6876,9,1,458.07,4,3,2,Champions
6878,59,1,226.63,1,3,1,At Risk
6885,13,1,196.54,4,3,1,Champions
6890,17,1,896.55,3,3,4,Champions
6896,13,1,277.07,4,3,2,Champions
6898,33,1,453.02,2,3,2,At Risk
6901,10,1,680.0,4,3,3,Champions
6911,61,1,433.33,1,3,2,At Risk
6916,2,1,323.31,4,3,2,Champions
6934,21,1,892.66,3,3,4,Champions
6939,26,1,295.72,3,3,2,Champions
6963,37,1,921.02,2,3,4,At Risk
6967,34,1,79.27,2,3,1,At Risk
6986,27,1,686.11,3,3,3,Champions
7018,2,1,799.32,4,3,4,Champions
7022,5,1,306.26,4,3,2,Champions
7025,13,1,592.5,4,3,3,Champions
7043,51,1,609.83,1,3,3,At Risk
7046,11,2,1662.1,4,4,4,Champions
7049,24,1,557.0,3,3,3,Champions
7054,43,1,166.17,2,3,1,At Risk
7078,19,1,949.89,3,3,4,Champions
7084,12,1,98.59,4,3,1,Champions
7099,38,1,855.78,2,3,4,At Risk
7116,17,1,149.94,3,3,1,Champions
7135,4,1,388.65,4,3,2,Champions
7146,33,1,84.76,2,3,1,At Risk
7151,51,1,734.67,1,3,3,At Risk
7164,7,1,740.7,4,3,3,Champions
7170,24,1,906.98,3,3,4,Champions
7179,18,1,608.92,3,3,3,Champions
7199,42,1,736.66,2,3,3,At Risk
7204,39,1,550.56,2,3,3,At Risk
7209,40,1,38.41,2,3,1,At Risk
7211,18,1,750.65,3,3,3,Champions
7224,55,1,365.39,1,3,2,At Risk
7240,23,1,535.25,3,3,2,Champions
7242,9,1,642.16,4,3,3,Champions
7251,8,2,444.89,4,4,2,Champions
7256,29,1,532.19,3,3,2,Champions
7275,20,1,490.73,3,3,2,Champions
7286,34,1,193.9,2,3,1,At Risk
7288,13,1,742.35,4,3,3,Champions
7291,39,1,963.62,2,3,4,At Risk
7296,2,1,984.6,4,3,4,Champions
7322,45,1,544.83,1,3,3,At Risk
7334,40,1,973.99,2,3,4,At Risk
7342,9,1,527.36,4,3,2,Champions
7358,31,1,918.72,3,3,4,Champions
7363,39,3,1386.3200000000002,2,4,4,At Risk
7408,32,1,774.62,2,3,3,At Risk
7418,43,1,649.71,2,3,3,At Risk
7421,53,1,599.09,1,3,3,At Risk
7429,57,1,547.76,1,3,3,At Risk
7431,24,1,123.09,3,3,1,Champions
7434,30,1,150.75,3,3,1,Champions
7437,38,1,122.75,2,3,1,At Risk
7445,14,1,165.44,4,3,1,Champions
7453,38,1,796.95,2,3,4,At Risk
7455,24,1,568.75,3,3,3,Champions
7457,22,1,939.75,3,3,4,Champions
7461,57,1,595.98,1,3,3,At Risk
7484,53,1,674.97,1,3,3,At Risk
7498,1,1,717.86,4,3,3,Champions
7511,7,2,1018.1999999999999,4,4,4,Champions
7521,41,1,653.07,2,3,3,At Risk
7529,29,1,440.15,3,3,2,Champions
7543,38,1,227.13,2,3,1,At Risk
7557,32,1,279.11,2,3,2,At Risk
7563,38,1,689.42,2,3,3,At Risk
7566,27,1,511.55,3,3,2,Champions
7606,38,1,54.79,2,3,1,At Risk
7622,6,1,519.45,4,3,2,Champions
7626,16,1,643.74,3,3,3,Champions
7653,26,1,835.39,3,3,4,Champions
7666,20,1,935.68,3,3,4,Champions
7669,49,1,103.38,1,3,1,At Risk
7670,29,1,115.4,3,3,1,Champions
7678,40,1,547.19,2,3,3,At Risk
7693,33,1,692.48,2,3,3,At Risk
7708,9,1,579.15,4,3,3,Champions
7717,6,1,658.23,4,3,3,Champions
7723,29,1,777.22,3,3,3,Champions
7730,23,1,151.29,3,3,1,Champions
7735,32,1,865.2,2,3,4,At Risk
7753,45,1,164.16,1,3,1,At Risk
7770,58,1,195.71,1,3,1,At Risk
7775,42,1,282.4,2,3,2,At Risk
7781,59,1,566.9,1,3,3,At Risk
7785,44,1,223.41,2,3,1,At Risk
7793,10,2,391.96000000000004,4,4,2,Champions
7797,20,2,510.52,3,4,2,Champions
7798,40,1,934.91,2,3,4,At Risk
7807,8,1,487.67,4,3,2,Champions
7809,16,1,841.49,3,3,4,Champions
7821,35,1,157.73,2,3,1,At Risk
7824,24,1,314.6,3,3,2,Champions
7825,22,1,642.6,3,3,3,Champions
7859,23,1,916.75,3,3,4,Champions
7862,8,1,899.64,4,3,4,Champions
7865,27,1,750.04,3,3,3,Champions
7870,47,1,328.58,1,3,2,At Risk
7883,37,1,905.79,2,3,4,At Risk
7885,42,1,787.87,2,3,4,At Risk
7889,11,1,887.98,4,3,4,Champions
7909,20,1,887.26,3,3,4,Champions
7911,21,1,616.19,3,3,3,Champions
7916,23,1,72.89,3,3,1,Champions
7921,43,1,617.0,2,3,3,At Risk
7932,11,1,383.22,4,3,2,Champions
7939,17,2,763.0699999999999,3,4,3,Champions
7955,56,1,436.3,1,3,2,At Risk
7965,55,1,738.63,1,3,3,At Risk
7971,14,2,816.85,4,4,4,Champions
7981,51,1,692.87,1,3,3,At Risk
7984,18,1,116.88,3,3,1,Champions
7997,5,1,113.06,4,3,1,Champions
8001,8,1,554.97,4,3,3,Champions
8017,51,1,14.78,1,3,1,At Risk
8043,11,1,584.18,4,3,3,Champions
8061,33,1,561.42,2,3,3,At Risk
8078,14,1,329.1,4,3,2,Champions
8094,41,1,26.72,2,3,1,At Risk
8105,5,1,689.91,4,3,3,Champions
8123,51,1,459.19,1,3,2,At Risk
8126,28,1,643.39,3,3,3,Champions
8135,50,1,736.46,1,3,3,At Risk
8145,44,1,841.71,2,3,4,At Risk
8149,23,1,984.39,3,3,4,Champions
8161,36,1,257.4,2,3,1,At Risk
8178,50,1,615.21,1,3,3,At Risk
8179,15,1,425.46,3,3,2,Champions
8195,54,1,474.01,1,3,2,At Risk
8199,28,1,527.52,3,3,2,Champions
8201,36,1,885.55,2,3,4,At Risk
8210,39,1,725.21,2,3,3,At Risk
8216,40,2,1117.49,2,4,4,At Risk
8225,41,1,424.59,2,3,2,At Risk
8239,56,1,605.2,1,3,3,At Risk
8242,13,1,61.1,4,4,1,Champions
8244,18,1,221.56,3,4,1,Champions
8251,22,1,816.86,3,4,4,Champions
8254,37,1,567.54,2,4,3,At Risk
8269,51,1,697.06,1,4,3,At Risk
8273,13,1,86.12,4,4,1,Champions
8292,56,1,812.41,1,4,4,At Risk
8300,13,1,599.18,4,4,3,Champions
8310,51,1,187.35,1,4,1,At Risk
8311,48,1,996.4,1,4,4,At Risk
8317,11,2,974.8800000000001,4,4,4,Champions
8324,41,1,127.52,2,4,1,At Risk
8342,11,1,27.07,4,4,1,Champions
8355,47,1,538.67,1,4,2,At Risk
8359,23,1,992.85,3,4,4,Champions
8362,43,1,821.22,2,4,4,At Risk
8368,45,1,355.09,1,4,2,At Risk
8369,7,1,377.37,4,4,2,Champions
8370,14,1,341.31,4,4,2,Champions
8372,32,1,683.31,2,4,3,At Risk
8381,3,1,448.29,4,4,2,Champions
8399,32,1,828.74,2,4,4,At Risk
8405,29,1,229.33,3,4,1,Champions
8414,54,1,106.46,1,4,1,At Risk
8418,44,1,703.47,2,4,3,At Risk
8429,53,1,518.12,1,4,2,At Risk
8432,40,1,165.84,2,4,1,At Risk
8449,56,1,257.58,1,4,1,At Risk
8450,2,1,409.92,4,4,2,Champions
8483,61,1,375.23,1,4,2,At Risk
8484,7,1,309.1,4,4,2,Champions
8490,54,1,701.26,1,4,3,At Risk
8493,19,1,593.42,3,4,3,Champions
8504,20,1,964.39,3,4,4,Champions
8511,14,1,94.05,4,4,1,Champions
8517,18,1,466.11,3,4,2,Champions
8529,60,1,132.99,1,4,1,At Risk
8532,3,1,87.08,4,4,1,Champions
8542,39,1,164.55,2,4,1,At Risk
8552,58,1,176.31,1,4,1,At Risk
8575,18,1,808.85,3,4,4,Champions
8579,46,1,875.74,1,4,4,At Risk
8595,8,1,649.64,4,4,3,Champions
8598,7,1,126.6,4,4,1,Champions
8609,48,1,346.79,1,4,2,At Risk
8612,17,1,483.75,3,4,2,Champions
8616,34,1,827.48,2,4,4,At Risk
8620,6,1,289.48,4,4,2,Champions
8622,4,1,294.76,4,4,2,Champions
8625,42,1,168.12,2,4,1,At Risk
8640,16,1,938.12,3,4,4,Champions
8657,10,1,983.18,4,4,4,Champions
8685,33,1,619.19,2,4,3,At Risk
8692,13,1,841.33,4,4,4,Champions
8705,60,1,751.53,1,4,3,At Risk
8711,47,1,207.58,1,4,1,At Risk
8715,30,1,895.93,3,4,4,Champions
8719,60,1,338.56,1,4,2,At Risk
8724,60,1,623.35,1,4,3,At Risk
8736,5,1,202.6,4,4,1,Champions
8758,19,1,123.25,3,4,1,Champions
8770,57,1,100.31,1,4,1,At Risk
8780,9,1,26.47,4,4,1,Champions
8790,44,1,56.1,2,4,1,At Risk
8796,25,1,747.86,3,4,3,Champions
8803,42,1,88.17,2,4,1,At Risk
8807,41,1,360.0,2,4,2,At Risk
8814,61,1,943.31,1,4,4,At Risk
8816,42,1,19.04,2,4,1,At Risk
8821,37,1,14.62,2,4,1,At Risk
8822,41,1,936.47,2,4,4,At Risk
8836,1,1,545.36,4,4,3,Champions
8848,48,1,594.88,1,4,3,At Risk
8859,27,1,783.62,3,4,4,Champions
8863,32,1,450.9,2,4,2,At Risk
8871,51,1,528.99,1,4,2,At Risk
8879,26,1,206.13,3,4,1,Champions
8895,39,1,667.07,2,4,3,At Risk
8909,55,1,302.48,1,4,2,At Risk
8924,15,1,691.77,3,4,3,Champions
8925,45,1,988.62,1,4,4,At Risk
8933,44,1,727.34,2,4,3,At Risk
8951,11,1,350.3,4,4,2,Champions
8982,20,1,324.11,3,4,2,Champions
8993,60,1,16.55,1,4,1,At Risk
9004,26,1,760.58,3,4,3,Champions
9005,60,1,120.75,1,4,1,At Risk
9008,56,1,899.9,1,4,4,At Risk
9022,43,1,148.89,2,4,1,At Risk
9042,55,1,873.99,1,4,4,At Risk
9044,25,1,784.15,3,4,4,Champions
9054,7,1,699.22,4,4,3,Champions
9064,27,1,315.96,3,4,2,Champions
9066,4,1,985.51,4,4,4,Champions
9084,46,1,224.71,1,4,1,At Risk
9105,44,1,329.64,2,4,2,At Risk
9108,23,1,883.52,3,4,4,Champions
9115,59,1,134.98,1,4,1,At Risk
9120,58,1,972.57,1,4,4,At Risk
9128,60,1,388.9,1,4,2,At Risk
9129,52,1,337.86,1,4,2,At Risk
9148,60,1,99.15,1,4,1,At Risk
9173,35,1,883.95,2,4,4,At Risk
9175,14,1,207.67,4,4,1,Champions
9210,29,1,99.65,3,4,1,Champions
9266,20,1,180.83,3,4,1,Champions
9267,51,1,131.93,1,4,1,At Risk
9268,40,1,660.96,2,4,3,At Risk
9276,51,1,421.77,1,4,2,At Risk
9288,45,1,141.13,1,4,1,At Risk
9289,37,1,736.32,2,4,3,At Risk
9307,37,1,468.08,2,4,2,At Risk
9311,8,1,514.62,4,4,2,Champions
9317,3,1,115.35,4,4,1,Champions
9328,12,2,1710.17,4,4,4,Champions
9331,16,2,136.66,3,4,1,Champions
9363,30,1,777.0,3,4,3,Champions
9368,38,1,64.88,2,4,1,At Risk
9369,54,1,576.99,1,4,3,At Risk
9374,44,1,403.9,2,4,2,At Risk
9376,26,1,574.96,3,4,3,Champions
9383,22,1,950.26,3,4,4,Champions
9393,42,1,844.64,2,4,4,At Risk
9409,60,1,865.98,1,4,4,At Risk
9418,54,1,383.43,1,4,2,At Risk
9426,10,1,513.65,4,4,2,Champions
9442,41,1,95.87,2,4,1,At Risk
9443,25,1,249.52,3,4,1,Champions
9444,36,1,989.23,2,4,4,At Risk
9452,7,1,133.43,4,4,1,Champions
9462,6,1,380.17,4,4,2,Champions
9465,45,1,382.57,1,4,2,At Risk
9475,13,1,247.9,4,4,1,Champions
9482,61,1,739.56,1,4,3,At Risk
9488,52,1,311.08,1,4,2,At Risk
9508,32,1,157.45,2,4,1,At Risk
9510,18,1,450.62,3,4,2,Champions
9514,15,2,1553.53,3,4,4,Champions
9535,33,1,419.85,2,4,2,At Risk
9537,51,1,688.46,1,4,3,At Risk
9538,19,1,982.29,3,4,4,Champions
9553,35,1,376.67,2,4,2,At Risk
9561,54,1,524.56,1,4,2,At Risk
9564,6,2,945.27,4,4,4,Champions
9571,49,1,364.34,1,4,2,At Risk
9576,38,1,77.0,2,4,1,At Risk
9582,3,1,143.9,4,4,1,Champions
9584,56,2,1242.49,1,4,4,At Risk
9589,46,1,249.89,1,4,1,At Risk
9595,48,1,698.87,1,4,3,At Risk
9609,37,1,320.62,2,4,2,At Risk
9615,22,1,704.3,3,4,3,Champions
9621,19,1,256.28,3,4,1,Champions
9622,6,1,371.24,4,4,2,Champions
9625,45,1,817.06,1,4,4,At Risk
9669,45,1,971.37,1,4,4,At Risk
9673,15,1,281.99,3,4,2,Champions
9674,39,1,769.17,2,4,3,At Risk
9680,42,2,844.6,2,4,4,At Risk
9689,14,1,58.09,4,4,1,Champions
9693,29,1,201.96,3,4,1,Champions
9700,47,1,641.57,1,4,3,At Risk
9702,35,1,570.27,2,4,3,At Risk
9740,56,1,507.55,1,4,2,At Risk
9747,43,1,878.7,2,4,4,At Risk
9751,15,1,252.36,3,4,1,Champions
9756,36,1,225.65,2,4,1,At Risk
9761,22,1,58.1,3,4,1,Champions
9785,40,1,939.84,2,4,4,At Risk
9788,41,1,396.82,2,4,2,At Risk
9796,50,1,372.14,1,4,2,At Risk
9797,13,1,274.16,4,4,2,Champions
9802,36,1,533.55,2,4,2,At Risk
9806,10,1,667.45,4,4,3,Champions
9821,50,1,979.58,1,4,4,At Risk
9824,31,2,622.27,3,4,3,Champions
9835,53,1,657.0,1,4,3,At Risk
9841,47,1,806.66,1,4,4,At Risk
9849,45,1,663.99,1,4,3,At Risk
9864,59,1,621.28,1,4,3,At Risk
9871,35,2,1820.53,2,4,4,At Risk
9880,9,1,759.22,4,4,3,Champions
9892,17,1,495.19,3,4,2,Champions
9897,25,1,661.53,3,4,3,Champions
9899,37,1,896.8,2,4,4,At Risk
9901,28,1,498.97,3,4,2,Champions
9907,11,1,29.33,4,4,1,Champions
9908,35,1,265.23,2,4,1,At Risk
9918,25,1,182.11,3,4,1,Champions
9922,47,1,651.16,1,4,3,At Risk
9941,43,1,960.53,2,4,4,At Risk
9950,39,1,679.11,2,4,3,At Risk
9954,13,1,798.01,4,4,4,Champions
9985,58,1,36.1,1,4,1,At Risk
9991,31,1,626.81,3,4,3,Champions
